Time,Plant_Type,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Dew_Point_C,Health_Percentage
2024-03-13 06:00:00,Wheat,21.48,58.88,52.09,8.64,13.91,93.92
2024-03-13 12:00:00,Wheat,42.8,87.62,95.69,0.08,24.33,16.09
2024-03-13 18:00:00,Wheat,25.44,68.09,43.92,3.0,17.32,59.4
2024-03-14 00:00:00,Wheat,35.5,34.63,22.98,2.94,7.42,29.49
2024-03-14 06:00:00,Wheat,19.22,57.73,61.43,7.6,13.94,99.91
2024-03-14 12:00:00,Wheat,35.83,38.28,28.15,2.29,7.87,35.53
2024-03-14 18:00:00,Wheat,30.95,38.93,36.94,0.19,9.42,28.43
2024-03-15 00:00:00,Wheat,22.52,42.63,67.79,8.63,15.94,68.64
2024-03-15 06:00:00,Wheat,20.15,55.58,62.07,4.9,17.66,85.41
2024-03-15 12:00:00,Wheat,40.77,36.07,92.95,31.11,22.0,18.25
2024-03-15 18:00:00,Wheat,34.61,30.89,32.27,1.46,5.39,31.85
2024-03-16 00:00:00,Wheat,15.79,45.66,50.46,13.93,19.32,52.19
2024-03-16 06:00:00,Wheat,18.46,65.89,57.51,9.36,10.4,87.36
2024-03-16 12:00:00,Wheat,18.54,51.27,46.97,13.86,19.08,60.91
2024-03-16 18:00:00,Wheat,17.71,74.31,59.21,10.66,11.65,70.69
2024-03-17 00:00:00,Wheat,23.33,58.99,57.55,8.27,15.0,82.19
2024-03-17 06:00:00,Wheat,34.4,35.53,36.08,1.56,5.71,35.9
2024-03-17 12:00:00,Wheat,20.98,52.68,54.26,8.67,10.43,97.84
2024-03-17 18:00:00,Wheat,22.24,66.79,50.94,3.03,11.97,99.61
2024-03-18 00:00:00,Wheat,18.61,55.41,55.4,10.58,12.51,99.52
2024-03-18 06:00:00,Wheat,37.77,91.42,90.89,1.27,25.93,7.17
2024-03-18 12:00:00,Wheat,22.28,69.32,60.0,9.85,17.61,96.9
2024-03-18 18:00:00,Wheat,32.8,33.6,20.96,2.87,7.5,27.72
2024-03-19 00:00:00,Wheat,17.51,54.2,51.06,1.84,16.98,63.06
2024-03-19 06:00:00,Wheat,21.94,67.6,57.08,4.94,15.42,97.66
2024-03-19 12:00:00,Wheat,18.82,64.77,59.77,5.84,15.16,89.6
2024-03-19 18:00:00,Wheat,29.59,30.58,27.36,0.33,7.58,28.23
2024-03-20 00:00:00,Wheat,27.13,33.37,27.58,0.06,5.62,30.17
2024-03-20 06:00:00,Wheat,22.14,57.32,40.3,16.42,13.75,69.08
2024-03-20 12:00:00,Wheat,22.64,60.43,61.59,11.78,11.0,86.37
2024-03-20 18:00:00,Wheat,19.59,55.87,50.26,9.96,14.14,93.09
2024-03-21 00:00:00,Wheat,15.02,63.33,48.99,16.59,18.01,51.2
2024-03-21 06:00:00,Wheat,31.12,33.03,27.96,0.2,6.14,26.75
2024-03-21 12:00:00,Wheat,23.97,43.91,54.21,16.32,19.26,72.83
2024-03-21 18:00:00,Wheat,34.76,27.11,13.38,31.72,25.05,5.17
2024-03-22 00:00:00,Wheat,32.72,36.74,27.76,0.78,6.73,34.79
2024-03-22 06:00:00,Wheat,33.37,31.47,21.24,0.02,8.15,23.37
2024-03-22 12:00:00,Wheat,23.75,54.84,57.94,7.51,15.44,88.13
2024-03-22 18:00:00,Wheat,21.56,43.45,52.98,3.65,12.79,54.21
2024-03-23 00:00:00,Wheat,23.06,65.86,64.72,10.68,11.94,100.0
2024-03-23 06:00:00,Wheat,20.62,51.46,58.9,8.6,17.85,88.99
2024-03-23 12:00:00,Wheat,35.17,39.6,38.87,1.56,9.89,33.04
2024-03-23 18:00:00,Wheat,29.23,36.67,32.81,0.49,7.83,29.77
2024-03-24 00:00:00,Wheat,15.15,53.78,40.27,15.82,9.97,66.31
2024-03-24 06:00:00,Wheat,33.56,34.29,21.91,0.09,7.4,28.69
2024-03-24 12:00:00,Wheat,19.73,68.39,55.97,11.94,10.36,95.95
2024-03-24 18:00:00,Wheat,35.27,35.77,39.02,1.07,8.94,21.27
2024-03-25 00:00:00,Wheat,19.3,49.93,59.7,4.07,18.94,48.37
2024-03-25 06:00:00,Wheat,18.22,67.34,52.63,5.54,17.6,96.31
2024-03-25 12:00:00,Wheat,21.96,67.04,55.5,5.52,11.59,83.96
2024-03-25 18:00:00,Wheat,20.97,61.51,46.14,3.98,11.31,73.58
2024-03-26 00:00:00,Wheat,18.43,68.82,51.04,7.56,13.28,98.56
2024-03-26 06:00:00,Wheat,24.25,47.0,59.64,15.01,14.01,61.06
2024-03-26 12:00:00,Wheat,15.45,67.26,43.84,1.0,12.42,62.96
2024-03-26 18:00:00,Wheat,19.38,64.59,50.02,11.7,11.79,94.85
2024-03-27 00:00:00,Wheat,34.64,33.03,28.45,0.98,8.56,32.76
2024-03-27 06:00:00,Wheat,42.07,33.86,97.54,21.18,24.81,18.62
2024-03-27 12:00:00,Wheat,22.68,69.04,58.76,3.38,12.12,99.79
2024-03-27 18:00:00,Wheat,27.92,35.09,30.28,1.11,9.66,42.73
2024-03-28 00:00:00,Wheat,23.57,72.39,53.85,12.11,16.48,77.51
2024-03-28 06:00:00,Wheat,20.07,69.57,55.03,10.71,15.61,97.42
2024-03-28 12:00:00,Wheat,26.37,54.56,54.89,3.61,17.22,70.42
2024-03-28 18:00:00,Wheat,27.1,39.7,34.07,1.31,6.17,43.18
2024-03-29 00:00:00,Wheat,31.92,30.52,39.34,1.51,8.59,36.27
2024-03-29 06:00:00,Wheat,19.76,70.55,43.95,3.52,11.03,56.83
2024-03-29 12:00:00,Wheat,33.05,32.5,35.93,1.87,7.86,33.26
2024-03-29 18:00:00,Wheat,18.45,53.65,49.2,10.94,11.34,71.68
2024-03-30 00:00:00,Wheat,15.82,51.43,63.51,7.92,15.91,59.17
2024-03-30 06:00:00,Wheat,40.42,31.28,96.32,21.52,22.94,9.99
2024-03-30 12:00:00,Wheat,26.76,59.12,42.03,3.87,19.62,57.83
2024-03-30 18:00:00,Wheat,30.8,33.98,26.93,0.79,6.03,27.54
2024-03-31 00:00:00,Wheat,19.72,69.37,59.85,8.43,10.62,85.34
2024-03-31 06:00:00,Wheat,21.59,62.97,59.35,5.41,10.12,100.0
2024-03-31 12:00:00,Wheat,22.06,62.2,60.6,5.82,12.17,95.91
2024-03-31 18:00:00,Wheat,23.41,55.47,60.4,1.25,14.58,61.04
2024-04-01 00:00:00,Wheat,26.49,69.71,51.97,4.02,15.74,75.74
2024-04-01 06:00:00,Wheat,35.23,32.59,28.68,1.3,8.62,22.21
2024-04-01 12:00:00,Wheat,22.36,49.99,59.13,12.42,8.19,56.86
2024-04-01 18:00:00,Wheat,19.49,55.42,53.22,5.23,10.5,95.34
2024-04-02 00:00:00,Wheat,32.46,30.81,33.46,2.85,9.19,29.77
2024-04-02 06:00:00,Wheat,23.91,59.21,62.14,2.1,11.82,81.16
2024-04-02 12:00:00,Wheat,21.46,54.16,48.07,15.33,15.66,79.26
2024-04-02 18:00:00,Wheat,22.23,58.85,56.41,8.84,17.49,83.09
2024-04-03 00:00:00,Wheat,29.63,30.22,28.88,0.9,7.51,25.68
2024-04-03 06:00:00,Wheat,22.59,63.1,56.15,5.34,11.28,87.32
2024-04-03 12:00:00,Wheat,19.11,67.63,59.96,10.33,15.48,83.3
2024-04-03 18:00:00,Wheat,21.09,57.14,58.03,6.18,16.63,96.65
2024-04-04 00:00:00,Wheat,23.48,56.53,64.29,6.19,14.05,100.0
2024-04-04 06:00:00,Wheat,17.33,64.34,65.76,14.41,18.16,65.28
2024-04-04 12:00:00,Wheat,22.33,64.23,44.81,3.87,16.02,56.99
2024-04-04 18:00:00,Wheat,18.5,53.31,50.29,11.02,11.93,96.67
2024-04-05 00:00:00,Wheat,19.33,62.16,57.79,5.21,10.46,90.0
2024-04-05 06:00:00,Wheat,40.16,33.11,94.16,30.53,22.2,9.81
2024-04-05 12:00:00,Wheat,25.45,59.57,58.94,2.85,14.87,50.71
2024-04-05 18:00:00,Wheat,17.48,71.56,51.76,4.27,13.6,60.93
2024-04-06 00:00:00,Wheat,22.76,59.49,51.04,8.05,15.03,99.3
2024-04-06 06:00:00,Wheat,34.39,34.85,36.87,1.0,8.96,34.21
2024-04-06 12:00:00,Wheat,23.13,59.33,63.24,3.68,13.1,99.87
2024-04-06 18:00:00,Wheat,23.26,60.84,55.84,11.71,10.53,97.79
2024-04-07 00:00:00,Wheat,20.25,58.67,62.06,11.97,14.47,88.84
2024-04-07 06:00:00,Wheat,15.82,57.32,51.09,12.56,15.54,66.99
2024-04-07 12:00:00,Wheat,19.31,59.68,59.93,3.05,16.44,97.8
2024-04-07 18:00:00,Wheat,32.25,37.52,35.64,2.41,7.59,24.75
2024-04-08 00:00:00,Wheat,22.45,47.61,62.27,4.12,18.58,72.34
2024-04-08 06:00:00,Wheat,22.85,61.1,66.67,11.12,9.03,64.68
2024-04-08 12:00:00,Wheat,29.44,33.14,24.05,0.72,6.07,28.6
2024-04-08 18:00:00,Wheat,18.46,57.66,60.44,10.4,15.28,100.0
2024-04-09 00:00:00,Wheat,22.15,68.78,53.96,8.73,12.6,91.45
2024-04-09 06:00:00,Wheat,21.57,63.24,53.97,10.33,16.22,97.13
2024-04-09 12:00:00,Wheat,18.53,57.37,60.48,6.89,10.25,90.5
2024-04-09 18:00:00,Wheat,22.0,67.96,54.85,10.99,12.6,95.31
2024-04-10 00:00:00,Wheat,42.25,85.87,92.49,2.0,23.29,20.62
2024-04-10 06:00:00,Wheat,36.41,25.34,16.17,1.57,24.96,10.33
2024-04-10 12:00:00,Wheat,17.78,67.22,40.43,10.98,16.91,52.29
2024-04-10 18:00:00,Wheat,22.5,61.37,65.93,10.3,19.88,75.22
2024-04-11 00:00:00,Wheat,23.49,49.55,51.68,10.55,19.07,78.05
2024-04-11 06:00:00,Wheat,23.97,62.99,64.72,10.24,15.72,90.16
2024-04-11 12:00:00,Wheat,20.73,63.55,60.12,6.36,17.53,93.4
2024-04-11 18:00:00,Wheat,22.78,47.15,48.26,11.18,14.79,55.21
2024-04-12 00:00:00,Wheat,31.1,38.37,33.36,0.51,5.1,38.26
2024-04-12 06:00:00,Wheat,34.23,35.36,39.22,1.47,7.01,27.25
2024-04-12 12:00:00,Wheat,18.32,61.25,67.64,10.49,11.61,51.29
2024-04-12 18:00:00,Wheat,21.64,67.66,63.21,8.93,11.69,98.65
2024-04-13 00:00:00,Wheat,28.77,32.87,34.75,2.41,9.99,31.33
2024-04-13 06:00:00,Wheat,38.65,26.01,90.62,32.25,26.97,21.72
2024-04-13 12:00:00,Wheat,20.31,54.22,51.07,5.06,13.75,84.53
2024-04-13 18:00:00,Wheat,29.94,32.33,25.99,0.39,6.28,26.17
2024-04-14 00:00:00,Wheat,15.75,68.7,46.32,3.35,11.45,69.32
2024-04-14 06:00:00,Wheat,24.65,61.16,44.11,9.09,8.87,67.65
2024-04-14 12:00:00,Wheat,20.93,59.19,51.23,5.76,16.58,81.64
2024-04-14 18:00:00,Wheat,32.17,37.77,33.34,2.59,6.57,23.2
2024-04-15 00:00:00,Wheat,35.91,33.71,37.79,0.59,7.45,23.09
2024-04-15 06:00:00,Wheat,30.25,34.07,37.2,0.98,7.27,28.96
2024-04-15 12:00:00,Wheat,19.18,53.51,64.27,8.11,14.63,90.58
2024-04-15 18:00:00,Wheat,19.47,46.66,59.85,10.13,9.41,60.06
2024-04-16 00:00:00,Wheat,19.1,55.71,62.39,11.34,17.76,94.95
2024-04-16 06:00:00,Wheat,30.31,35.57,21.74,2.54,8.98,22.01
2024-04-16 12:00:00,Wheat,17.65,70.84,46.55,4.99,10.42,50.91
2024-04-16 18:00:00,Wheat,24.0,57.12,44.56,6.62,8.22,65.22
2024-04-17 00:00:00,Wheat,34.4,38.63,13.11,0.93,26.32,5.0
2024-04-17 06:00:00,Wheat,26.99,55.13,63.08,14.24,9.22,49.38
2024-04-17 12:00:00,Wheat,20.04,62.3,57.66,11.2,14.08,88.27
2024-04-17 18:00:00,Wheat,28.45,34.49,20.5,0.71,5.25,48.94
2024-04-18 00:00:00,Wheat,21.65,53.47,54.22,6.42,16.41,90.63
2024-04-18 06:00:00,Wheat,29.13,35.66,33.55,2.79,6.94,24.52
2024-04-18 12:00:00,Wheat,22.96,65.5,57.87,5.11,12.76,84.91
2024-04-18 18:00:00,Wheat,36.65,37.72,96.78,33.27,26.17,8.92
2024-04-19 00:00:00,Wheat,23.78,64.32,50.15,9.36,14.98,96.74
2024-04-19 06:00:00,Wheat,20.66,56.87,53.92,10.51,17.48,84.06
2024-04-19 12:00:00,Wheat,26.14,45.05,41.85,3.6,14.74,54.2
2024-04-19 18:00:00,Wheat,17.96,63.84,54.13,13.02,16.8,68.21
2024-04-20 00:00:00,Wheat,42.17,28.19,90.56,26.17,23.82,21.77
2024-04-20 06:00:00,Wheat,19.14,56.84,52.77,6.87,16.65,83.2
2024-04-20 12:00:00,Wheat,31.78,34.93,25.76,0.9,7.98,31.42
2024-04-20 18:00:00,Wheat,22.4,68.63,59.88,10.39,14.53,98.11
2024-04-21 00:00:00,Wheat,30.6,30.11,26.54,2.48,9.0,20.6
2024-04-21 06:00:00,Wheat,23.88,51.34,53.22,8.35,15.91,91.92
2024-04-21 12:00:00,Wheat,21.39,47.69,43.1,10.09,10.85,71.49
2024-04-21 18:00:00,Wheat,18.32,59.16,60.38,5.04,14.91,86.73
2024-04-22 00:00:00,Wheat,19.31,69.08,64.71,8.64,11.56,61.79
2024-04-22 06:00:00,Wheat,18.51,59.64,57.0,10.57,11.77,95.12
2024-04-22 12:00:00,Wheat,34.41,34.59,27.69,0.91,9.66,24.76
2024-04-22 18:00:00,Wheat,15.39,55.46,54.27,3.58,15.53,79.51
2024-04-23 00:00:00,Wheat,23.58,55.78,42.05,2.86,14.97,75.46
2024-04-23 06:00:00,Wheat,21.61,69.51,52.1,14.03,14.95,64.54
2024-04-23 12:00:00,Wheat,18.64,58.26,55.32,9.08,15.27,81.87
2024-04-23 18:00:00,Wheat,22.96,58.38,50.63,4.51,17.03,94.51
2024-04-24 00:00:00,Wheat,21.01,69.16,60.97,4.98,17.09,100.0
2024-04-24 06:00:00,Wheat,19.84,59.53,62.57,11.84,12.57,76.85
2024-04-24 12:00:00,Wheat,28.32,35.4,36.66,2.53,7.16,36.64
2024-04-24 18:00:00,Wheat,31.36,33.08,30.28,1.72,6.63,23.99
2024-04-25 00:00:00,Wheat,18.04,69.31,64.68,6.56,15.83,94.39
2024-04-25 06:00:00,Wheat,38.0,85.34,92.66,29.89,25.82,6.44
2024-04-25 12:00:00,Wheat,35.81,33.2,92.23,0.32,22.2,16.2
2024-04-25 18:00:00,Wheat,20.36,50.33,51.5,8.96,14.82,88.18
2024-04-26 00:00:00,Wheat,18.14,69.49,62.52,4.22,11.85,99.58
2024-04-26 06:00:00,Wheat,18.24,57.86,58.61,3.26,14.67,86.46
2024-04-26 12:00:00,Wheat,29.76,35.88,20.81,1.19,9.87,33.11
2024-04-26 18:00:00,Wheat,23.43,61.0,55.62,3.46,13.41,96.94
2024-04-27 00:00:00,Wheat,29.02,38.17,24.52,2.79,5.48,31.44
2024-04-27 06:00:00,Wheat,19.27,51.03,61.29,7.43,13.54,89.91
2024-04-27 12:00:00,Wheat,21.36,60.88,44.84,13.89,16.88,53.09
2024-04-27 18:00:00,Wheat,19.9,43.87,60.39,1.55,12.09,68.13
2024-04-28 00:00:00,Wheat,21.85,67.72,53.9,11.06,12.38,84.43
2024-04-28 06:00:00,Wheat,24.91,69.2,60.19,7.35,9.03,69.9
2024-04-28 12:00:00,Wheat,23.06,44.68,48.12,16.88,9.03,81.34
2024-04-28 18:00:00,Wheat,29.6,36.19,29.35,1.23,7.14,32.7
2024-04-29 00:00:00,Wheat,25.21,72.84,46.05,12.03,17.7,63.27
2024-04-29 06:00:00,Wheat,29.28,31.03,37.31,0.38,9.9,30.07
2024-04-29 12:00:00,Wheat,29.92,35.94,33.53,1.81,8.41,25.73
2024-04-29 18:00:00,Wheat,29.04,32.33,33.85,1.88,8.74,24.04
2024-04-30 00:00:00,Wheat,18.79,66.99,59.09,3.4,15.87,93.51
2024-04-30 06:00:00,Wheat,20.79,51.63,50.21,5.33,10.22,97.14
2024-04-30 12:00:00,Wheat,21.58,51.77,45.24,11.62,19.55,52.02
2024-04-30 18:00:00,Wheat,21.0,44.97,42.08,10.61,11.43,79.41
2024-05-01 00:00:00,Wheat,16.72,51.68,61.44,9.41,16.07,78.02
2024-05-01 06:00:00,Wheat,26.35,42.04,48.87,5.35,9.83,72.37
2024-05-01 12:00:00,Wheat,22.12,66.05,40.49,6.18,15.65,63.51
2024-05-01 18:00:00,Wheat,22.99,63.0,63.78,3.93,13.22,98.17
2024-05-02 00:00:00,Wheat,28.06,37.12,20.0,1.07,6.27,33.76
2024-05-02 06:00:00,Wheat,39.66,89.94,90.85,25.83,22.68,5.0
2024-05-02 12:00:00,Wheat,18.58,69.75,52.65,7.0,14.25,98.31
2024-05-02 18:00:00,Wheat,20.42,63.64,60.09,5.84,11.07,100.0
2024-05-03 00:00:00,Wheat,21.47,64.01,60.4,9.78,16.98,96.73
2024-05-03 06:00:00,Wheat,18.15,58.86,54.27,8.55,16.8,92.44
2024-05-03 12:00:00,Wheat,23.78,59.57,51.62,8.27,14.33,89.35
2024-05-03 18:00:00,Wheat,21.83,50.83,62.3,7.48,15.51,96.13
2024-05-04 00:00:00,Wheat,21.68,66.2,63.47,8.25,15.84,90.1
2024-05-04 06:00:00,Wheat,22.21,57.17,58.35,11.2,10.17,97.12
2024-05-04 12:00:00,Wheat,22.6,56.63,60.53,9.08,13.17,93.11
2024-05-04 18:00:00,Wheat,36.51,89.91,18.77,0.68,24.54,5.0
