Time,Plant_Type,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Dew_Point_C,Health_Percentage
2024-06-01 12:00:00,Maize,43.88,94.77,91.34,30.15,30.54,13.64
2024-06-01 18:00:00,Maize,39.89,34.1,47.88,2.39,13.69,27.56
2024-06-02 00:00:00,Maize,22.96,79.52,59.13,12.93,22.77,81.96
2024-06-02 06:00:00,Maize,31.17,78.54,55.42,5.72,16.89,70.45
2024-06-02 12:00:00,Maize,27.51,72.79,63.34,5.88,12.88,57.82
2024-06-02 18:00:00,Maize,24.6,68.33,51.72,17.03,14.28,67.04
2024-06-03 00:00:00,Maize,24.87,63.5,71.03,10.58,12.11,72.72
2024-06-03 06:00:00,Maize,32.71,66.05,62.62,17.47,22.76,67.18
2024-06-03 12:00:00,Maize,40.78,39.5,33.71,1.16,14.83,30.14
2024-06-03 18:00:00,Maize,24.84,57.71,76.33,16.05,20.37,51.48
2024-06-04 00:00:00,Maize,45.13,88.96,17.04,0.26,30.09,13.16
2024-06-04 06:00:00,Maize,24.66,65.15,74.1,13.88,19.85,87.28
2024-06-04 12:00:00,Maize,37.14,49.67,41.29,0.15,10.48,41.15
2024-06-04 18:00:00,Maize,22.17,62.02,71.62,8.68,21.06,91.24
2024-06-05 00:00:00,Maize,28.27,71.43,60.16,12.93,19.33,88.09
2024-06-05 06:00:00,Maize,41.05,42.3,30.07,2.78,14.81,28.27
2024-06-05 12:00:00,Maize,22.9,56.0,78.77,11.86,16.24,58.42
2024-06-05 18:00:00,Maize,23.24,67.66,66.59,6.59,18.16,83.95
2024-06-06 00:00:00,Maize,29.73,65.02,74.17,9.71,24.1,84.27
2024-06-06 06:00:00,Maize,24.06,70.39,66.75,11.33,24.95,91.71
2024-06-06 12:00:00,Maize,26.47,56.74,62.17,18.62,24.8,60.33
2024-06-06 18:00:00,Maize,28.73,79.73,65.46,12.39,17.56,73.95
2024-06-07 00:00:00,Maize,25.08,66.48,65.2,11.82,19.84,94.47
2024-06-07 06:00:00,Maize,35.14,40.09,26.73,0.78,10.05,34.41
2024-06-07 12:00:00,Maize,25.24,67.99,79.01,16.68,14.09,67.21
2024-06-07 18:00:00,Maize,36.35,39.16,22.77,1.18,14.34,29.08
2024-06-08 00:00:00,Maize,49.58,97.57,15.22,0.64,31.68,18.95
2024-06-08 06:00:00,Maize,22.39,65.3,65.79,7.16,19.91,88.04
2024-06-08 12:00:00,Maize,24.48,66.17,74.62,8.45,20.77,100.0
2024-06-08 18:00:00,Maize,38.47,43.54,22.66,0.19,12.98,29.71
2024-06-09 00:00:00,Maize,28.73,72.66,60.46,8.6,17.18,85.11
2024-06-09 06:00:00,Maize,26.63,60.11,53.77,6.06,15.2,58.56
2024-06-09 12:00:00,Maize,34.96,37.82,31.0,2.93,14.77,41.79
2024-06-09 18:00:00,Maize,29.89,75.66,75.75,8.11,22.31,56.39
2024-06-10 00:00:00,Maize,27.61,66.14,60.15,7.29,21.93,100.0
2024-06-10 06:00:00,Maize,25.57,70.39,70.91,13.87,17.25,96.14
2024-06-10 12:00:00,Maize,31.81,73.05,54.69,11.66,16.12,66.34
2024-06-10 18:00:00,Maize,38.12,40.37,38.95,0.15,11.16,24.1
2024-06-11 00:00:00,Maize,23.45,64.84,67.56,6.58,19.64,84.99
2024-06-11 06:00:00,Maize,40.27,32.28,43.03,1.93,14.17,41.92
2024-06-11 12:00:00,Maize,25.42,52.96,65.86,12.86,13.22,63.8
2024-06-11 18:00:00,Maize,27.53,62.45,71.93,5.04,16.46,94.57
2024-06-12 00:00:00,Maize,25.54,70.19,53.2,16.76,24.42,66.94
2024-06-12 06:00:00,Maize,32.2,75.38,68.31,14.08,13.69,69.49
2024-06-12 12:00:00,Maize,27.11,74.97,65.11,6.64,17.79,100.0
2024-06-12 18:00:00,Maize,49.76,93.42,22.33,1.3,34.88,21.7
2024-06-13 00:00:00,Maize,19.56,75.14,60.87,13.93,18.89,48.42
2024-06-13 06:00:00,Maize,46.41,39.59,17.88,0.96,30.49,8.54
2024-06-13 12:00:00,Maize,29.01,60.84,58.04,4.13,21.83,54.16
2024-06-13 18:00:00,Maize,37.04,31.54,33.78,2.01,14.11,26.78
2024-06-14 00:00:00,Maize,30.74,58.81,76.31,11.36,14.89,52.32
2024-06-14 06:00:00,Maize,26.37,71.35,61.37,9.82,16.87,91.49
2024-06-14 12:00:00,Maize,22.46,72.61,68.82,4.17,15.49,94.41
2024-06-14 18:00:00,Maize,26.77,60.4,64.11,11.35,21.26,99.17
2024-06-15 00:00:00,Maize,39.08,37.05,26.18,0.38,10.65,28.7
2024-06-15 06:00:00,Maize,28.5,69.27,68.68,11.81,22.03,100.0
2024-06-15 12:00:00,Maize,27.98,64.29,72.76,10.4,18.14,100.0
2024-06-15 18:00:00,Maize,27.7,63.53,62.64,8.94,24.15,87.06
2024-06-16 00:00:00,Maize,28.07,73.68,67.51,5.47,21.46,90.31
2024-06-16 06:00:00,Maize,29.57,64.54,59.28,8.89,26.76,55.83
2024-06-16 12:00:00,Maize,24.84,63.78,68.47,13.15,17.66,100.0
2024-06-16 18:00:00,Maize,41.69,93.8,94.53,0.38,30.13,5.0
2024-06-17 00:00:00,Maize,22.84,71.93,66.34,5.41,16.3,96.05
2024-06-17 06:00:00,Maize,26.52,71.11,70.31,12.69,15.99,56.91
2024-06-17 12:00:00,Maize,31.47,75.31,67.08,18.86,14.45,72.29
2024-06-17 18:00:00,Maize,28.25,65.74,73.65,10.31,19.3,91.28
2024-06-18 00:00:00,Maize,28.1,74.11,74.04,5.75,23.75,99.18
2024-06-18 06:00:00,Maize,29.3,70.82,69.5,6.57,22.19,84.42
2024-06-18 12:00:00,Maize,27.77,75.04,54.38,6.0,21.78,59.06
2024-06-18 18:00:00,Maize,29.28,72.3,64.04,13.99,17.11,90.23
2024-06-19 00:00:00,Maize,32.52,66.08,77.47,15.52,14.04,76.56
2024-06-19 06:00:00,Maize,28.53,61.33,65.67,7.42,24.81,96.33
2024-06-19 12:00:00,Maize,21.33,74.98,79.59,6.79,13.05,52.27
2024-06-19 18:00:00,Maize,44.97,94.51,94.46,0.72,32.46,5.0
2024-06-20 00:00:00,Maize,26.49,65.29,79.89,15.87,18.48,75.87
2024-06-20 06:00:00,Maize,27.46,63.69,68.9,4.45,13.4,53.69
2024-06-20 12:00:00,Maize,35.13,44.72,26.35,0.96,12.53,24.02
2024-06-20 18:00:00,Maize,34.29,30.4,20.26,1.76,12.28,42.95
2024-06-21 00:00:00,Maize,25.38,66.64,70.77,11.32,17.33,95.93
2024-06-21 06:00:00,Maize,27.02,66.23,72.45,6.58,23.67,99.3
2024-06-21 12:00:00,Maize,25.83,69.55,56.13,8.1,26.93,72.23
2024-06-21 18:00:00,Maize,48.01,91.4,20.78,0.93,29.72,18.44
2024-06-22 00:00:00,Maize,29.62,69.47,68.0,9.43,16.29,92.63
2024-06-22 06:00:00,Maize,29.89,56.61,56.61,8.91,25.9,68.2
2024-06-22 12:00:00,Maize,26.24,79.57,52.53,13.33,16.28,68.43
2024-06-22 18:00:00,Maize,27.74,70.1,71.65,10.14,23.92,82.49
2024-06-23 00:00:00,Maize,23.99,65.84,74.82,11.33,21.85,86.07
2024-06-23 06:00:00,Maize,22.28,76.62,50.59,18.42,17.12,56.97
2024-06-23 12:00:00,Maize,27.44,62.2,72.38,5.6,22.9,97.32
2024-06-23 18:00:00,Maize,24.95,72.16,71.55,8.0,24.47,91.13
2024-06-24 00:00:00,Maize,37.35,48.16,46.93,0.26,14.68,43.86
2024-06-24 06:00:00,Maize,40.65,49.05,28.67,0.15,10.75,31.94
2024-06-24 12:00:00,Maize,28.03,78.89,50.51,2.76,14.15,52.57
2024-06-24 18:00:00,Maize,30.52,67.18,50.4,9.81,19.48,52.43
2024-06-25 00:00:00,Maize,26.05,65.59,72.95,4.54,21.72,58.62
2024-06-25 06:00:00,Maize,29.7,61.09,67.78,10.27,17.53,100.0
2024-06-25 12:00:00,Maize,41.81,39.1,35.06,2.26,10.66,27.69
2024-06-25 18:00:00,Maize,30.95,54.78,75.68,3.54,15.94,75.66
2024-06-26 00:00:00,Maize,27.76,69.35,61.52,7.56,22.89,85.1
2024-06-26 06:00:00,Maize,40.86,47.33,23.8,1.78,10.64,30.6
2024-06-26 12:00:00,Maize,27.6,61.59,71.38,9.06,23.15,100.0
2024-06-26 18:00:00,Maize,24.52,65.8,75.45,10.02,19.35,74.61
2024-06-27 00:00:00,Maize,36.63,39.84,30.0,1.72,11.19,27.54
2024-06-27 06:00:00,Maize,23.91,64.58,74.24,5.69,19.61,89.94
2024-06-27 12:00:00,Maize,24.59,68.28,68.16,7.57,19.47,95.81
2024-06-27 18:00:00,Maize,25.66,63.09,71.39,11.09,15.21,90.67
2024-06-28 00:00:00,Maize,36.05,34.1,36.91,2.23,10.26,35.57
2024-06-28 06:00:00,Maize,29.12,77.37,59.58,4.15,14.68,63.55
2024-06-28 12:00:00,Maize,23.57,74.65,74.16,7.76,24.23,98.21
2024-06-28 18:00:00,Maize,32.85,70.82,57.95,2.88,13.7,46.96
2024-06-29 00:00:00,Maize,48.02,27.27,95.1,0.75,33.29,17.36
2024-06-29 06:00:00,Maize,46.37,26.63,94.66,31.75,29.18,9.46
2024-06-29 12:00:00,Maize,27.75,68.23,78.39,11.18,12.75,54.44
2024-06-29 18:00:00,Maize,28.69,64.52,62.32,6.49,18.72,92.19
2024-06-30 00:00:00,Maize,24.7,53.57,79.6,4.42,12.79,77.38
2024-06-30 06:00:00,Maize,21.39,60.93,55.93,12.09,15.15,57.45
2024-06-30 12:00:00,Maize,40.22,27.03,97.88,1.39,32.5,24.3
2024-06-30 18:00:00,Maize,23.95,63.14,72.63,4.73,22.03,93.63
2024-07-01 00:00:00,Maize,46.5,30.06,24.22,0.1,31.48,5.0
2024-07-01 06:00:00,Maize,40.23,37.33,24.6,1.12,10.76,30.52
2024-07-01 12:00:00,Maize,34.71,32.12,31.0,1.88,10.61,47.18
2024-07-01 18:00:00,Maize,31.76,56.89,66.62,8.44,24.65,72.66
2024-07-02 00:00:00,Maize,31.14,77.75,76.82,3.61,20.16,73.24
2024-07-02 06:00:00,Maize,28.38,61.29,70.8,8.64,16.74,95.33
2024-07-02 12:00:00,Maize,25.2,69.29,68.25,10.63,23.36,88.53
2024-07-02 18:00:00,Maize,40.97,38.93,19.57,1.1,32.14,19.19
2024-07-03 00:00:00,Maize,24.92,62.92,72.66,12.27,20.63,97.25
2024-07-03 06:00:00,Maize,31.15,79.06,62.96,9.69,14.14,63.3
2024-07-03 12:00:00,Maize,43.2,26.25,98.81,24.67,33.48,20.21
2024-07-03 18:00:00,Maize,25.2,62.29,61.29,10.94,24.13,63.27
2024-07-04 00:00:00,Maize,28.39,59.77,58.08,17.87,22.85,66.08
2024-07-04 06:00:00,Maize,26.13,62.06,66.37,3.39,14.9,81.66
2024-07-04 12:00:00,Maize,25.53,53.05,51.58,14.19,20.07,67.18
2024-07-04 18:00:00,Maize,23.52,64.29,66.91,6.47,21.45,95.13
2024-07-05 00:00:00,Maize,36.76,35.47,22.19,2.94,12.98,32.64
2024-07-05 06:00:00,Maize,26.55,74.53,73.81,9.41,19.58,99.29
2024-07-05 12:00:00,Maize,19.91,58.73,63.97,9.99,18.83,63.79
2024-07-05 18:00:00,Maize,30.62,61.47,69.92,17.9,25.68,54.75
2024-07-06 00:00:00,Maize,27.93,74.52,72.41,12.9,21.01,100.0
2024-07-06 06:00:00,Maize,29.4,67.82,58.39,3.5,18.2,69.69
