Time,Plant_Type,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Dew_Point_C,Health_Percentage
2025-02-13 18:00:00,Potato,24.78,87.53,84.93,7.32,19.04,52.68
2025-02-14 00:00:00,Potato,21.67,84.48,70.29,6.49,18.56,86.25
2025-02-14 06:00:00,Potato,17.18,62.44,79.72,4.09,10.3,60.28
2025-02-14 12:00:00,Potato,32.99,47.23,29.79,2.31,8.44,24.98
2025-02-14 18:00:00,Potato,16.92,71.1,79.4,6.9,14.7,85.85
2025-02-15 00:00:00,Potato,21.47,79.8,70.29,8.84,17.38,97.98
2025-02-15 06:00:00,Potato,22.87,89.57,72.18,16.1,21.56,63.63
2025-02-15 12:00:00,Potato,22.07,89.0,86.41,8.52,19.38,43.77
2025-02-15 18:00:00,Potato,21.59,79.49,72.19,10.93,12.97,91.4
2025-02-16 00:00:00,Potato,15.25,89.22,84.02,6.65,11.43,60.64
2025-02-16 06:00:00,Potato,19.25,75.87,84.35,9.2,19.75,100.0
2025-02-16 12:00:00,Potato,30.06,50.67,58.98,2.69,10.5,40.91
2025-02-16 18:00:00,Potato,27.67,37.48,42.51,2.45,7.55,42.5
2025-02-17 00:00:00,Potato,15.24,69.91,76.26,8.5,13.57,48.34
2025-02-17 06:00:00,Potato,17.27,82.42,80.21,14.74,10.48,76.91
2025-02-17 12:00:00,Potato,16.17,76.5,76.22,9.67,17.64,89.28
2025-02-17 18:00:00,Potato,19.81,81.75,70.48,12.14,15.1,67.56
2025-02-18 00:00:00,Potato,20.92,65.94,68.67,5.66,17.31,71.76
2025-02-18 06:00:00,Potato,32.49,48.2,55.22,2.58,7.08,31.06
2025-02-18 12:00:00,Potato,20.28,77.45,71.04,9.73,14.49,98.6
2025-02-18 18:00:00,Potato,25.27,54.49,46.92,2.8,11.38,32.94
2025-02-19 00:00:00,Potato,13.93,64.64,67.74,8.36,20.38,54.33
2025-02-19 06:00:00,Potato,24.63,79.57,68.88,10.14,9.79,69.52
2025-02-19 12:00:00,Potato,25.89,34.61,22.78,2.29,10.62,43.72
2025-02-19 18:00:00,Potato,32.31,49.28,52.53,1.37,11.32,47.35
2025-02-20 00:00:00,Potato,16.31,74.16,84.38,13.73,15.11,86.27
2025-02-20 06:00:00,Potato,33.88,45.55,37.66,1.57,9.7,24.89
2025-02-20 12:00:00,Potato,16.01,71.52,71.46,12.05,13.64,99.72
2025-02-20 18:00:00,Potato,15.11,86.88,84.19,17.47,14.63,72.55
2025-02-21 00:00:00,Potato,16.24,76.38,81.3,14.96,12.78,100.0
2025-02-21 06:00:00,Potato,33.24,58.49,31.91,0.46,7.41,28.41
2025-02-21 12:00:00,Potato,29.26,51.89,53.17,0.63,11.74,30.24
2025-02-21 18:00:00,Potato,18.07,72.03,65.16,6.28,11.65,57.29
2025-02-22 00:00:00,Potato,22.58,87.01,77.07,13.82,17.96,74.97
2025-02-22 06:00:00,Potato,21.16,73.68,81.67,12.68,12.1,87.06
2025-02-22 12:00:00,Potato,20.68,82.2,81.34,5.04,16.01,100.0
2025-02-22 18:00:00,Potato,17.09,79.8,77.14,6.46,13.48,85.35
2025-02-23 00:00:00,Potato,17.36,79.81,75.93,9.38,18.21,100.0
2025-02-23 06:00:00,Potato,40.87,27.29,15.57,0.26,23.8,13.58
2025-02-23 12:00:00,Potato,21.77,84.81,78.68,8.72,15.66,89.85
2025-02-23 18:00:00,Potato,41.87,27.8,12.26,0.26,26.2,7.78
2025-02-24 00:00:00,Potato,14.13,89.53,72.84,8.59,20.39,77.17
2025-02-24 06:00:00,Potato,18.78,81.54,84.84,14.62,18.24,100.0
2025-02-24 12:00:00,Potato,31.84,57.73,40.93,2.48,11.22,43.19
2025-02-24 18:00:00,Potato,16.89,82.55,82.44,13.15,17.16,93.71
2025-02-25 00:00:00,Potato,16.05,71.31,82.5,11.31,16.03,94.83
2025-02-25 06:00:00,Potato,20.73,70.44,77.94,5.41,16.9,98.45
2025-02-25 12:00:00,Potato,19.65,79.09,83.99,6.82,16.97,73.83
2025-02-25 18:00:00,Potato,33.97,86.29,95.38,1.54,27.95,9.34
2025-02-26 00:00:00,Potato,14.06,87.12,89.88,3.36,20.16,69.15
2025-02-26 06:00:00,Potato,20.86,71.03,70.21,10.22,10.89,75.15
2025-02-26 12:00:00,Potato,18.4,77.45,83.41,10.44,19.65,99.69
2025-02-26 18:00:00,Potato,35.72,36.1,12.93,34.54,28.41,5.0
2025-02-27 00:00:00,Potato,21.91,74.68,75.11,14.06,16.68,90.09
2025-02-27 06:00:00,Potato,41.73,33.43,13.19,0.82,23.51,5.0
2025-02-27 12:00:00,Potato,21.01,74.92,73.15,13.7,17.97,89.15
2025-02-27 18:00:00,Potato,22.19,71.69,73.36,10.67,18.73,75.06
2025-02-28 00:00:00,Potato,19.14,77.03,70.49,13.85,14.89,100.0
2025-02-28 06:00:00,Potato,25.93,41.83,29.25,0.51,9.47,39.5
2025-02-28 12:00:00,Potato,36.34,87.71,99.42,0.7,25.8,11.05
2025-02-28 18:00:00,Potato,24.79,75.66,61.8,16.16,10.97,71.56
2025-03-01 00:00:00,Potato,21.2,74.94,74.91,10.98,13.47,84.54
2025-03-01 06:00:00,Potato,20.2,80.32,77.0,8.23,10.64,72.57
2025-03-01 12:00:00,Potato,27.31,44.96,36.28,1.6,10.3,22.36
2025-03-01 18:00:00,Potato,22.93,66.17,73.54,19.75,20.56,72.74
2025-03-02 00:00:00,Potato,15.21,76.91,88.24,17.49,13.45,59.77
2025-03-02 06:00:00,Potato,17.32,70.64,77.23,9.63,15.35,100.0
2025-03-02 12:00:00,Potato,24.79,78.55,65.42,4.52,18.54,79.53
2025-03-02 18:00:00,Potato,23.02,89.7,88.08,9.74,21.88,50.24
2025-03-03 00:00:00,Potato,16.53,81.52,74.08,13.53,18.23,100.0
2025-03-03 06:00:00,Potato,23.1,81.54,80.32,12.11,20.51,57.68
2025-03-03 12:00:00,Potato,22.33,86.9,74.78,8.89,13.8,79.72
2025-03-03 18:00:00,Potato,17.66,71.8,79.84,13.79,18.23,79.28
2025-03-04 00:00:00,Potato,20.23,69.65,65.54,9.95,18.09,73.19
2025-03-04 06:00:00,Potato,30.56,40.03,51.48,2.64,10.07,46.19
2025-03-04 12:00:00,Potato,15.62,72.39,76.27,14.86,15.19,77.78
2025-03-04 18:00:00,Potato,21.91,81.84,82.63,8.3,16.29,90.28
2025-03-05 00:00:00,Potato,14.75,80.16,76.59,9.63,15.48,75.95
2025-03-05 06:00:00,Potato,16.22,81.48,72.78,9.05,18.98,94.28
2025-03-05 12:00:00,Potato,20.3,81.84,71.65,6.68,14.76,99.59
2025-03-05 18:00:00,Potato,26.72,49.72,52.29,0.58,8.51,33.89
2025-03-06 00:00:00,Potato,15.44,89.85,79.32,3.2,16.03,66.67
2025-03-06 06:00:00,Potato,18.66,63.57,68.07,9.95,9.68,68.57
2025-03-06 12:00:00,Potato,19.2,83.99,72.01,13.95,13.52,88.8
2025-03-06 18:00:00,Potato,16.01,85.87,87.47,12.86,15.76,66.12
2025-03-07 00:00:00,Potato,41.69,92.04,12.41,0.12,29.22,21.8
2025-03-07 06:00:00,Potato,22.67,65.18,72.82,10.37,14.94,65.1
2025-03-07 12:00:00,Potato,21.95,72.98,73.66,10.27,16.3,93.52
2025-03-07 18:00:00,Potato,21.68,77.98,60.75,18.03,9.23,66.42
2025-03-08 00:00:00,Potato,35.53,25.98,24.72,33.03,26.3,10.63
2025-03-08 06:00:00,Potato,16.1,82.88,77.2,13.96,19.65,100.0
2025-03-08 12:00:00,Potato,18.34,82.72,83.25,12.15,10.14,74.33
2025-03-08 18:00:00,Potato,21.09,85.43,66.32,7.93,11.43,59.72
2025-03-09 00:00:00,Potato,33.69,58.21,52.37,0.42,7.36,43.12
2025-03-09 06:00:00,Potato,24.65,75.6,67.64,11.52,12.11,65.5
2025-03-09 12:00:00,Potato,18.36,62.47,70.88,11.88,13.36,46.73
2025-03-09 18:00:00,Potato,14.58,81.39,75.23,13.71,19.45,60.23
2025-03-10 00:00:00,Potato,22.72,81.64,72.83,10.39,14.43,70.54
2025-03-10 06:00:00,Potato,18.15,78.69,73.46,12.98,18.29,88.61
2025-03-10 12:00:00,Potato,37.94,94.74,22.53,0.94,29.03,15.28
2025-03-10 18:00:00,Potato,27.56,33.7,43.02,2.07,10.66,35.94
2025-03-11 00:00:00,Potato,17.98,73.76,63.72,6.3,14.4,63.7
2025-03-11 06:00:00,Potato,13.27,81.21,87.93,3.58,19.64,49.66
2025-03-11 12:00:00,Potato,18.6,86.91,72.6,10.44,9.98,78.16
2025-03-11 18:00:00,Potato,14.11,64.11,83.72,4.17,15.99,56.25
2025-03-12 00:00:00,Potato,18.54,72.41,72.06,5.77,13.64,98.4
2025-03-12 06:00:00,Potato,13.39,69.21,62.08,12.25,18.61,71.61
2025-03-12 12:00:00,Potato,14.42,72.19,83.42,15.51,15.67,74.44
2025-03-12 18:00:00,Potato,21.61,71.91,76.87,9.33,13.02,100.0
2025-03-13 00:00:00,Potato,17.05,88.42,62.15,16.15,19.91,60.37
2025-03-13 06:00:00,Potato,16.75,72.06,75.18,14.98,12.39,98.09
