Time,Plant_Type,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Dew_Point_C,Health_Percentage
2025-03-22 00:00:00,Sugarcane,23.01,64.28,72.33,2.29,26.91,70.88
2025-03-22 06:00:00,Sugarcane,21.89,63.91,77.12,11.99,17.72,84.59
2025-03-22 12:00:00,Sugarcane,20.15,69.95,77.74,17.7,23.74,59.64
2025-03-22 18:00:00,Sugarcane,30.32,65.05,72.21,12.82,16.47,58.77
2025-03-23 00:00:00,Sugarcane,20.74,52.02,57.4,12.34,17.43,71.03
2025-03-23 06:00:00,Sugarcane,27.41,78.99,65.68,17.91,24.72,69.68
2025-03-23 12:00:00,Sugarcane,25.58,71.49,77.26,17.14,22.74,85.94
2025-03-23 18:00:00,Sugarcane,28.06,74.0,64.78,17.31,15.28,66.75
2025-03-24 00:00:00,Sugarcane,32.83,58.39,69.36,8.49,21.81,54.23
2025-03-24 06:00:00,Sugarcane,33.61,43.97,54.77,0.49,10.06,33.74
2025-03-24 12:00:00,Sugarcane,33.19,45.15,28.16,1.76,13.91,45.06
2025-03-24 18:00:00,Sugarcane,19.7,65.67,84.29,2.98,26.06,62.49
2025-03-25 00:00:00,Sugarcane,25.4,52.93,80.04,6.56,19.04,49.81
2025-03-25 06:00:00,Sugarcane,20.03,72.51,75.8,7.95,20.64,93.46
2025-03-25 12:00:00,Sugarcane,17.19,70.04,69.66,17.61,17.72,74.32
2025-03-25 18:00:00,Sugarcane,22.11,53.38,81.61,4.32,13.24,74.94
2025-03-26 00:00:00,Sugarcane,28.62,60.06,71.77,8.02,16.87,96.69
2025-03-26 06:00:00,Sugarcane,26.56,70.8,77.63,12.3,17.01,100.0
2025-03-26 12:00:00,Sugarcane,20.13,74.13,77.65,10.56,17.31,92.12
2025-03-26 18:00:00,Sugarcane,28.26,72.13,69.37,13.2,19.27,91.43
2025-03-27 00:00:00,Sugarcane,37.77,42.46,43.96,0.46,14.22,33.59
2025-03-27 06:00:00,Sugarcane,35.56,36.2,31.12,2.24,12.78,35.3
2025-03-27 12:00:00,Sugarcane,26.92,62.27,76.29,8.01,19.83,95.0
2025-03-27 18:00:00,Sugarcane,27.09,68.48,79.03,10.11,15.69,96.63
2025-03-28 00:00:00,Sugarcane,26.15,68.93,79.69,11.25,19.45,85.04
2025-03-28 06:00:00,Sugarcane,26.55,61.54,68.73,9.95,16.67,66.08
2025-03-28 12:00:00,Sugarcane,26.06,79.68,62.14,10.51,14.91,65.38
2025-03-28 18:00:00,Sugarcane,28.17,64.41,70.53,12.28,21.39,100.0
2025-03-29 00:00:00,Sugarcane,28.85,53.53,80.09,15.19,21.21,49.47
2025-03-29 06:00:00,Sugarcane,37.92,33.66,53.38,1.82,11.06,41.72
2025-03-29 12:00:00,Sugarcane,39.5,47.07,48.53,0.23,11.72,38.9
2025-03-29 18:00:00,Sugarcane,23.52,74.67,66.7,8.93,12.4,54.25
2025-03-30 00:00:00,Sugarcane,41.65,37.29,44.09,2.82,13.31,44.22
2025-03-30 06:00:00,Sugarcane,19.98,73.79,63.76,17.2,22.87,67.5
2025-03-30 12:00:00,Sugarcane,20.57,66.96,70.61,10.09,15.06,100.0
2025-03-30 18:00:00,Sugarcane,19.09,71.88,78.93,10.97,19.72,51.36
2025-03-31 00:00:00,Sugarcane,31.58,59.38,57.8,17.34,16.27,76.07
2025-03-31 06:00:00,Sugarcane,21.8,72.84,56.46,14.68,22.06,71.23
2025-03-31 12:00:00,Sugarcane,20.22,67.37,77.13,7.07,16.02,88.65
2025-03-31 18:00:00,Sugarcane,48.97,87.85,99.08,23.21,29.87,7.35
2025-04-01 00:00:00,Sugarcane,22.15,64.69,59.62,16.86,20.56,74.05
2025-04-01 06:00:00,Sugarcane,24.41,74.25,74.81,14.77,26.13,63.33
2025-04-01 12:00:00,Sugarcane,25.51,64.33,66.66,6.08,18.97,86.55
2025-04-01 18:00:00,Sugarcane,28.33,55.2,74.81,6.95,13.94,73.81
2025-04-02 00:00:00,Sugarcane,34.81,49.33,31.95,1.78,14.01,36.95
2025-04-02 06:00:00,Sugarcane,27.9,67.78,71.58,14.51,16.05,61.28
2025-04-02 12:00:00,Sugarcane,35.78,44.05,39.12,3.0,12.18,29.77
2025-04-02 18:00:00,Sugarcane,37.17,42.17,31.34,2.63,14.42,25.36
2025-04-03 00:00:00,Sugarcane,24.44,70.98,84.33,8.92,12.39,65.64
2025-04-03 06:00:00,Sugarcane,31.36,58.97,63.65,17.97,24.14,78.65
2025-04-03 12:00:00,Sugarcane,21.43,63.56,65.39,11.74,17.4,97.48
2025-04-03 18:00:00,Sugarcane,42.45,32.35,14.52,1.39,33.72,9.2
2025-04-04 00:00:00,Sugarcane,26.19,69.25,65.83,10.85,16.98,100.0
2025-04-04 06:00:00,Sugarcane,43.21,36.4,90.09,31.83,34.51,5.0
2025-04-04 12:00:00,Sugarcane,29.04,70.23,67.66,9.3,15.83,93.53
2025-04-04 18:00:00,Sugarcane,38.6,35.97,37.36,0.36,12.05,23.11
2025-04-05 00:00:00,Sugarcane,24.32,60.66,71.28,9.89,20.5,83.56
2025-04-05 06:00:00,Sugarcane,36.62,45.35,22.48,0.21,14.61,27.1
2025-04-05 12:00:00,Sugarcane,28.57,58.08,66.8,14.9,23.76,77.12
2025-04-05 18:00:00,Sugarcane,21.11,61.51,77.53,9.28,18.06,67.12
2025-04-06 00:00:00,Sugarcane,46.67,85.79,21.69,0.08,31.2,15.75
2025-04-06 06:00:00,Sugarcane,48.37,25.24,92.67,0.59,31.86,5.0
2025-04-06 12:00:00,Sugarcane,21.81,69.24,74.48,9.51,17.51,91.25
2025-04-06 18:00:00,Sugarcane,41.82,48.34,42.67,1.93,10.17,48.14
2025-04-07 00:00:00,Sugarcane,26.83,65.88,68.79,10.46,19.36,85.6
2025-04-07 06:00:00,Sugarcane,47.99,87.04,13.0,0.73,34.16,5.0
2025-04-07 12:00:00,Sugarcane,24.94,68.53,69.15,8.52,19.35,87.13
2025-04-07 18:00:00,Sugarcane,35.11,31.07,23.97,1.82,13.58,26.95
2025-04-08 00:00:00,Sugarcane,28.41,53.82,83.06,5.27,13.03,76.23
2025-04-08 06:00:00,Sugarcane,22.73,68.41,69.47,6.58,15.73,100.0
2025-04-08 12:00:00,Sugarcane,24.52,72.04,66.91,9.66,24.02,96.51
2025-04-08 18:00:00,Sugarcane,23.66,68.84,65.68,11.22,22.74,87.52
2025-04-09 00:00:00,Sugarcane,19.83,56.42,74.86,17.37,15.46,58.04
2025-04-09 06:00:00,Sugarcane,24.95,74.78,66.27,9.88,17.57,99.35
2025-04-09 12:00:00,Sugarcane,28.0,73.12,78.88,7.42,18.26,86.19
2025-04-09 18:00:00,Sugarcane,31.52,52.27,60.04,3.25,15.35,57.29
2025-04-10 00:00:00,Sugarcane,22.03,73.0,60.41,5.48,22.31,62.38
2025-04-10 06:00:00,Sugarcane,25.0,68.82,77.82,6.77,18.98,98.35
2025-04-10 12:00:00,Sugarcane,33.37,36.5,22.5,0.7,11.32,33.23
2025-04-10 18:00:00,Sugarcane,41.44,94.82,13.69,21.57,33.85,10.3
2025-04-11 00:00:00,Sugarcane,25.76,71.68,77.33,12.9,24.28,88.22
2025-04-11 06:00:00,Sugarcane,34.39,36.59,50.15,1.1,10.2,36.09
2025-04-11 12:00:00,Sugarcane,33.23,30.63,34.22,1.11,10.86,34.27
2025-04-11 18:00:00,Sugarcane,25.89,63.89,67.13,9.46,17.38,100.0
2025-04-12 00:00:00,Sugarcane,29.35,55.24,83.45,7.69,16.79,56.16
2025-04-12 06:00:00,Sugarcane,25.6,67.55,56.79,15.45,20.61,59.81
2025-04-12 12:00:00,Sugarcane,22.78,65.65,71.35,8.48,22.78,85.13
2025-04-12 18:00:00,Sugarcane,37.2,33.55,49.22,0.48,13.29,46.86
2025-04-13 00:00:00,Sugarcane,38.79,36.63,38.39,2.94,11.6,40.12
2025-04-13 06:00:00,Sugarcane,32.44,78.26,72.15,2.13,20.59,72.87
2025-04-13 12:00:00,Sugarcane,41.14,30.01,20.15,1.42,10.15,35.94
2025-04-13 18:00:00,Sugarcane,25.22,60.67,70.7,7.35,18.91,95.44
2025-04-14 00:00:00,Sugarcane,25.45,71.88,79.81,13.93,24.68,92.3
2025-04-14 06:00:00,Sugarcane,29.94,71.68,70.16,14.68,15.8,80.16
2025-04-14 12:00:00,Sugarcane,20.36,63.7,80.96,14.76,20.22,62.12
2025-04-14 18:00:00,Sugarcane,18.75,52.99,81.86,16.67,17.4,72.39
2025-04-15 00:00:00,Sugarcane,41.52,91.83,97.64,31.36,33.89,12.65
2025-04-15 06:00:00,Sugarcane,19.04,59.88,58.64,2.91,22.33,51.98
2025-04-15 12:00:00,Sugarcane,20.93,64.02,65.95,9.72,24.65,99.66
2025-04-15 18:00:00,Sugarcane,20.76,61.05,76.68,9.57,17.48,89.51
2025-04-16 00:00:00,Sugarcane,47.57,93.39,95.72,24.22,32.17,21.14
2025-04-16 06:00:00,Sugarcane,44.94,93.39,17.08,1.08,28.12,16.97
2025-04-16 12:00:00,Sugarcane,24.72,60.7,76.98,5.59,18.98,88.28
2025-04-16 18:00:00,Sugarcane,22.34,70.19,77.45,6.36,18.77,96.16
2025-04-17 00:00:00,Sugarcane,31.22,77.44,66.42,9.5,23.2,76.64
2025-04-17 06:00:00,Sugarcane,27.25,55.15,83.34,9.68,14.89,71.59
2025-04-17 12:00:00,Sugarcane,44.79,89.61,21.78,34.64,31.9,11.85
2025-04-17 18:00:00,Sugarcane,21.84,59.08,57.02,5.36,20.13,62.42
2025-04-18 00:00:00,Sugarcane,23.21,75.36,67.64,10.1,26.82,61.43
2025-04-18 06:00:00,Sugarcane,30.62,79.92,83.27,6.8,20.63,63.51
2025-04-18 12:00:00,Sugarcane,19.52,77.47,80.68,9.64,16.21,50.64
2025-04-18 18:00:00,Sugarcane,46.71,38.98,95.59,34.91,31.76,18.8
2025-04-19 00:00:00,Sugarcane,26.32,71.68,76.47,11.7,17.26,99.54
2025-04-19 06:00:00,Sugarcane,22.41,54.84,84.03,10.46,18.42,60.41
2025-04-19 12:00:00,Sugarcane,19.1,79.46,76.5,15.68,24.9,61.02
2025-04-19 18:00:00,Sugarcane,29.45,73.55,67.16,4.84,23.23,81.09
2025-04-20 00:00:00,Sugarcane,27.19,70.72,69.2,9.55,16.09,100.0
2025-04-20 06:00:00,Sugarcane,26.67,57.61,64.08,11.22,18.6,60.29
2025-04-20 12:00:00,Sugarcane,28.05,61.48,56.38,9.0,13.45,55.68
2025-04-20 18:00:00,Sugarcane,27.19,71.8,71.59,13.23,20.99,88.6
2025-04-21 00:00:00,Sugarcane,41.6,43.64,40.31,1.01,11.91,44.54
2025-04-21 06:00:00,Sugarcane,34.54,40.64,27.42,0.53,13.17,37.47
2025-04-21 12:00:00,Sugarcane,40.27,33.62,36.23,1.94,14.96,28.33
2025-04-21 18:00:00,Sugarcane,40.6,36.51,29.05,0.71,14.54,27.86
2025-04-22 00:00:00,Sugarcane,23.65,62.8,73.93,7.77,21.52,68.15
2025-04-22 06:00:00,Sugarcane,23.64,77.61,73.86,2.62,15.65,54.24
2025-04-22 12:00:00,Sugarcane,23.88,58.79,76.87,12.11,25.26,75.84
2025-04-22 18:00:00,Sugarcane,20.06,74.06,75.6,5.87,21.37,100.0
2025-04-23 00:00:00,Sugarcane,46.47,33.15,93.45,0.0,33.12,20.7
2025-04-23 06:00:00,Sugarcane,22.76,67.75,55.48,4.1,13.2,75.64
2025-04-23 12:00:00,Sugarcane,29.59,74.75,72.73,4.58,20.84,90.11
2025-04-23 18:00:00,Sugarcane,28.58,60.25,70.62,7.9,21.55,92.39
2025-04-24 00:00:00,Sugarcane,17.91,73.18,72.64,9.03,18.3,51.18
2025-04-24 06:00:00,Sugarcane,25.47,54.05,83.47,12.2,19.9,63.78
2025-04-24 12:00:00,Sugarcane,34.85,43.45,21.43,1.04,10.09,37.59
2025-04-24 18:00:00,Sugarcane,24.13,66.89,72.24,13.74,15.46,95.41
2025-04-25 00:00:00,Sugarcane,29.73,64.71,67.91,16.95,25.44,59.71
2025-04-25 06:00:00,Sugarcane,43.22,92.33,97.08,1.93,32.28,14.84
2025-04-25 12:00:00,Sugarcane,26.7,63.68,68.87,11.15,20.21,100.0
2025-04-25 18:00:00,Sugarcane,26.55,72.03,63.73,15.7,15.9,54.14
2025-04-26 00:00:00,Sugarcane,28.13,71.12,76.12,8.68,17.92,61.7
2025-04-26 06:00:00,Sugarcane,29.38,72.86,77.4,13.07,19.09,97.44
2025-04-26 12:00:00,Sugarcane,20.22,61.12,76.77,13.89,21.75,100.0
2025-04-26 18:00:00,Sugarcane,28.38,70.46,67.54,6.24,15.68,90.66
2025-04-27 00:00:00,Sugarcane,27.29,65.14,68.56,9.67,17.85,90.55
2025-04-27 06:00:00,Sugarcane,23.28,68.14,71.37,7.72,22.9,86.19
2025-04-27 12:00:00,Sugarcane,23.12,79.06,74.43,10.68,26.8,53.93
2025-04-27 18:00:00,Sugarcane,24.33,61.84,70.07,6.96,23.86,87.58
2025-04-28 00:00:00,Sugarcane,38.51,34.78,34.95,1.11,12.96,26.47
2025-04-28 06:00:00,Sugarcane,36.96,39.81,41.88,2.62,12.73,38.37
2025-04-28 12:00:00,Sugarcane,47.2,95.87,12.67,28.32,32.42,6.06
2025-04-28 18:00:00,Sugarcane,47.5,31.14,93.16,29.51,30.68,14.77
2025-04-29 00:00:00,Sugarcane,33.24,45.17,35.77,1.64,13.26,37.12
2025-04-29 06:00:00,Sugarcane,23.83,74.46,67.33,13.47,18.36,97.38
2025-04-29 12:00:00,Sugarcane,30.05,52.01,73.82,14.97,23.2,71.98
2025-04-29 18:00:00,Sugarcane,42.99,94.68,12.74,1.96,33.12,20.65
2025-04-30 00:00:00,Sugarcane,25.05,68.14,75.48,10.67,23.18,91.13
2025-04-30 06:00:00,Sugarcane,20.43,65.7,70.47,12.05,21.53,93.92
2025-04-30 12:00:00,Sugarcane,17.84,69.55,60.41,12.9,23.61,64.52
2025-04-30 18:00:00,Sugarcane,42.15,87.62,96.02,25.19,31.68,9.72
2025-05-01 00:00:00,Sugarcane,25.73,62.73,70.04,7.24,15.49,100.0
2025-05-01 06:00:00,Sugarcane,31.45,68.07,69.5,10.36,23.0,67.42
2025-05-01 12:00:00,Sugarcane,21.46,67.34,74.09,4.96,18.96,97.97
2025-05-01 18:00:00,Sugarcane,21.64,65.81,80.36,10.47,26.65,75.98
2025-05-02 00:00:00,Sugarcane,19.25,52.85,64.77,2.35,17.93,77.39
2025-05-02 06:00:00,Sugarcane,17.09,52.69,61.47,14.83,14.18,78.47
2025-05-02 12:00:00,Sugarcane,20.67,69.57,59.73,17.31,22.78,55.01
2025-05-02 18:00:00,Sugarcane,47.49,89.44,94.23,0.79,34.51,19.38
2025-05-03 00:00:00,Sugarcane,28.85,63.66,69.03,6.97,20.77,100.0
2025-05-03 06:00:00,Sugarcane,27.82,71.74,67.63,10.64,21.83,93.9
2025-05-03 12:00:00,Sugarcane,18.28,53.56,80.55,4.53,20.65,71.67
2025-05-03 18:00:00,Sugarcane,28.86,65.81,64.85,17.57,26.33,77.9
2025-05-04 00:00:00,Sugarcane,22.32,66.62,69.46,7.14,18.74,99.4
2025-05-04 06:00:00,Sugarcane,33.29,45.79,21.67,1.6,12.89,33.64
2025-05-04 12:00:00,Sugarcane,26.38,73.75,77.89,9.0,20.45,100.0
2025-05-04 18:00:00,Sugarcane,47.9,95.95,92.18,1.59,29.28,29.39
2025-05-05 00:00:00,Sugarcane,20.09,71.09,69.2,12.78,18.41,83.02
2025-05-05 06:00:00,Sugarcane,29.22,67.93,67.66,12.04,17.15,100.0
2025-05-05 12:00:00,Sugarcane,27.6,72.84,73.47,12.95,21.49,92.75
2025-05-05 18:00:00,Sugarcane,31.53,60.8,67.5,8.6,18.53,54.9
2025-05-06 00:00:00,Sugarcane,24.91,62.16,72.65,12.42,25.17,80.0
2025-05-06 06:00:00,Sugarcane,47.06,27.52,12.21,1.8,31.79,16.64
2025-05-06 12:00:00,Sugarcane,40.12,49.35,50.89,1.32,14.75,44.36
2025-05-06 18:00:00,Sugarcane,31.49,68.38,66.19,2.21,16.98,50.34
2025-05-07 00:00:00,Sugarcane,30.08,66.77,61.19,5.47,13.81,65.29
2025-05-07 06:00:00,Sugarcane,21.07,68.87,73.25,4.29,20.73,97.72
2025-05-07 12:00:00,Sugarcane,34.18,43.45,40.74,0.11,14.28,48.09
2025-05-07 18:00:00,Sugarcane,38.7,46.13,43.75,1.99,11.64,38.08
2025-05-08 00:00:00,Sugarcane,33.15,49.1,44.46,2.12,14.97,41.75
2025-05-08 06:00:00,Sugarcane,22.69,65.68,71.47,10.33,23.13,84.99
2025-05-08 12:00:00,Sugarcane,26.67,73.52,75.05,4.16,23.53,92.64
2025-05-08 18:00:00,Sugarcane,20.64,66.11,62.63,15.81,23.16,67.82
2025-05-09 00:00:00,Sugarcane,23.84,67.69,84.18,6.32,15.45,67.01
2025-05-09 06:00:00,Sugarcane,39.34,31.38,43.16,1.09,14.68,46.42
2025-05-09 12:00:00,Sugarcane,21.57,65.34,71.74,10.82,24.66,92.99
2025-05-09 18:00:00,Sugarcane,20.41,66.76,72.32,7.31,24.58,100.0
2025-05-10 00:00:00,Sugarcane,19.61,72.36,77.03,9.23,25.87,54.31
2025-05-10 06:00:00,Sugarcane,38.6,33.28,31.02,0.12,10.83,28.67
2025-05-10 12:00:00,Sugarcane,22.59,67.73,78.13,11.29,15.36,87.59
2025-05-10 18:00:00,Sugarcane,28.7,61.18,79.09,7.49,24.58,85.48
2025-05-11 00:00:00,Sugarcane,32.56,65.19,84.35,4.77,15.03,76.41
2025-05-11 06:00:00,Sugarcane,39.66,46.55,43.16,2.06,12.67,36.83
2025-05-11 12:00:00,Sugarcane,37.26,46.04,30.32,2.09,14.69,21.11
2025-05-11 18:00:00,Sugarcane,40.99,39.31,97.91,24.42,28.05,14.31
2025-05-12 00:00:00,Sugarcane,28.9,61.06,79.51,8.71,20.48,81.44
2025-05-12 06:00:00,Sugarcane,27.58,55.83,76.1,15.82,22.18,72.76
2025-05-12 12:00:00,Sugarcane,31.3,64.28,80.97,8.48,25.99,68.0
2025-05-12 18:00:00,Sugarcane,29.69,61.4,69.79,11.08,22.34,90.77
2025-05-13 00:00:00,Sugarcane,24.69,71.84,65.33,7.17,23.54,96.2
2025-05-13 06:00:00,Sugarcane,24.12,75.75,65.17,10.22,24.49,56.55
2025-05-13 12:00:00,Sugarcane,29.77,67.65,73.82,9.23,17.15,99.52
2025-05-13 18:00:00,Sugarcane,31.63,55.84,70.79,11.74,13.37,53.47
2025-05-14 00:00:00,Sugarcane,25.13,67.04,66.27,13.33,22.2,87.72
2025-05-14 06:00:00,Sugarcane,33.3,41.24,48.44,1.64,14.79,40.88
2025-05-14 12:00:00,Sugarcane,36.19,42.31,39.4,0.96,12.85,24.82
2025-05-14 18:00:00,Sugarcane,41.25,42.86,36.02,0.31,14.52,27.61
