Time,Plant_Type,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Dew_Point_C,Health_Percentage
2024-09-15 12:00:00,Tomato,38.42,85.64,95.84,32.8,26.69,16.07
2024-09-15 18:00:00,Tomato,17.63,70.17,77.6,2.43,20.28,65.59
2024-09-16 00:00:00,Tomato,21.71,73.61,60.97,8.98,18.54,100.0
2024-09-16 06:00:00,Tomato,25.56,73.48,66.27,9.19,17.45,100.0
2024-09-16 12:00:00,Tomato,25.37,78.87,60.07,4.9,15.66,87.23
2024-09-16 18:00:00,Tomato,23.2,65.95,51.03,14.16,20.28,69.36
2024-09-17 00:00:00,Tomato,21.35,64.63,52.99,14.48,23.77,66.68
2024-09-17 06:00:00,Tomato,27.55,78.69,65.48,10.24,20.29,91.41
2024-09-17 12:00:00,Tomato,25.93,72.5,68.86,16.8,20.79,75.23
2024-09-17 18:00:00,Tomato,23.86,77.44,67.71,7.55,19.0,96.28
2024-09-18 00:00:00,Tomato,24.92,67.36,72.42,8.75,19.16,83.36
2024-09-18 06:00:00,Tomato,25.34,74.65,69.14,4.7,21.25,90.58
2024-09-18 12:00:00,Tomato,23.7,77.95,65.85,11.43,17.12,100.0
2024-09-18 18:00:00,Tomato,26.59,73.47,60.08,6.71,17.26,92.98
2024-09-19 00:00:00,Tomato,36.48,36.61,45.6,1.56,12.25,36.08
2024-09-19 06:00:00,Tomato,27.31,58.87,67.14,3.75,19.16,60.04
2024-09-19 12:00:00,Tomato,23.44,69.93,68.31,9.76,19.51,93.18
2024-09-19 18:00:00,Tomato,24.75,76.5,50.34,7.64,23.31,77.49
2024-09-20 00:00:00,Tomato,20.53,66.53,56.11,9.15,15.55,65.09
2024-09-20 06:00:00,Tomato,34.92,38.51,38.9,0.9,12.89,32.19
2024-09-20 12:00:00,Tomato,21.01,59.35,61.01,2.78,15.04,52.46
2024-09-20 18:00:00,Tomato,26.97,69.58,67.27,8.14,17.67,94.96
2024-09-21 00:00:00,Tomato,27.98,70.22,66.38,9.68,17.55,100.0
2024-09-21 06:00:00,Tomato,26.77,68.18,71.04,5.16,17.21,98.9
2024-09-21 12:00:00,Tomato,23.65,70.96,60.45,8.57,21.67,95.43
2024-09-21 18:00:00,Tomato,22.52,79.26,68.63,10.87,16.6,92.55
2024-09-22 00:00:00,Tomato,27.38,76.62,72.79,7.14,18.53,93.85
2024-09-22 06:00:00,Tomato,21.05,76.28,73.3,7.38,18.62,86.73
2024-09-22 12:00:00,Tomato,38.06,48.07,42.9,0.61,11.69,42.43
2024-09-22 18:00:00,Tomato,21.11,79.7,65.99,5.81,19.29,90.77
2024-09-23 00:00:00,Tomato,23.9,72.7,70.53,10.98,17.02,85.31
2024-09-23 06:00:00,Tomato,28.09,77.05,59.73,4.03,15.5,56.01
2024-09-23 12:00:00,Tomato,33.0,53.58,41.52,1.58,12.7,37.91
2024-09-23 18:00:00,Tomato,30.8,81.14,78.13,15.34,17.61,62.99
2024-09-24 00:00:00,Tomato,34.54,40.39,48.85,1.8,13.55,50.5
2024-09-24 06:00:00,Tomato,20.76,72.46,73.3,11.91,15.87,64.62
2024-09-24 12:00:00,Tomato,22.67,83.93,55.95,9.67,20.81,58.58
2024-09-24 18:00:00,Tomato,24.62,70.92,66.3,4.02,17.95,52.43
2024-09-25 00:00:00,Tomato,27.46,74.89,69.07,7.21,21.36,95.51
2024-09-25 06:00:00,Tomato,46.2,29.28,91.72,1.71,25.22,10.69
2024-09-25 12:00:00,Tomato,21.6,76.97,63.48,8.51,15.04,90.21
2024-09-25 18:00:00,Tomato,26.83,77.4,71.63,2.0,23.45,76.62
2024-09-26 00:00:00,Tomato,38.16,86.21,98.1,34.4,29.75,10.87
2024-09-26 06:00:00,Tomato,23.67,59.13,77.99,9.52,20.24,74.91
2024-09-26 12:00:00,Tomato,29.72,58.8,78.26,8.04,12.28,62.18
2024-09-26 18:00:00,Tomato,32.15,44.73,22.79,1.6,11.33,47.32
2024-09-27 00:00:00,Tomato,42.03,91.19,93.84,1.86,28.18,18.99
2024-09-27 06:00:00,Tomato,23.97,70.02,70.35,9.56,19.89,98.72
2024-09-27 12:00:00,Tomato,29.81,69.61,64.68,4.99,15.69,47.25
2024-09-27 18:00:00,Tomato,26.17,68.63,64.91,5.35,20.42,88.84
2024-09-28 00:00:00,Tomato,24.1,74.73,70.62,14.16,12.54,59.35
2024-09-28 06:00:00,Tomato,22.48,74.96,67.83,7.05,20.04,89.71
2024-09-28 12:00:00,Tomato,24.33,66.2,60.36,7.34,21.6,100.0
2024-09-28 18:00:00,Tomato,34.64,42.8,26.65,1.65,12.69,34.96
2024-09-29 00:00:00,Tomato,47.02,86.28,98.01,0.99,30.93,12.76
2024-09-29 06:00:00,Tomato,25.85,70.27,62.47,6.12,17.45,100.0
2024-09-29 12:00:00,Tomato,24.77,79.54,53.0,7.55,19.78,71.95
2024-09-29 18:00:00,Tomato,23.0,83.38,55.47,13.33,14.5,59.1
2024-09-30 00:00:00,Tomato,37.26,41.03,42.97,2.15,11.93,34.64
2024-09-30 06:00:00,Tomato,23.69,73.12,70.11,10.75,20.33,85.4
2024-09-30 12:00:00,Tomato,45.52,86.46,96.51,1.75,26.41,7.44
2024-09-30 18:00:00,Tomato,26.83,72.8,70.3,10.64,17.93,89.44
2024-10-01 00:00:00,Tomato,24.04,77.08,67.97,10.33,19.07,100.0
2024-10-01 06:00:00,Tomato,29.27,57.33,58.94,6.51,18.94,57.73
2024-10-01 12:00:00,Tomato,29.27,64.45,77.37,8.93,18.59,75.21
2024-10-01 18:00:00,Tomato,20.07,72.33,66.91,4.18,19.81,94.48
2024-10-02 00:00:00,Tomato,21.21,68.4,55.01,5.48,18.42,52.08
2024-10-02 06:00:00,Tomato,27.56,70.1,53.31,3.06,19.18,57.76
2024-10-02 12:00:00,Tomato,24.24,72.37,77.73,10.74,16.82,75.33
2024-10-02 18:00:00,Tomato,34.89,50.57,44.86,0.57,13.51,38.35
2024-10-03 00:00:00,Tomato,22.37,68.45,70.88,4.01,20.01,86.84
2024-10-03 06:00:00,Tomato,23.66,84.18,51.34,12.74,15.88,58.1
2024-10-03 12:00:00,Tomato,25.77,62.29,54.39,14.89,15.08,62.13
2024-10-03 18:00:00,Tomato,25.47,76.03,60.3,7.9,20.69,100.0
2024-10-04 00:00:00,Tomato,47.09,35.35,93.6,23.1,31.43,22.89
2024-10-04 06:00:00,Tomato,22.33,77.06,69.21,11.19,19.37,83.18
2024-10-04 12:00:00,Tomato,20.8,72.52,65.45,4.35,17.44,86.21
2024-10-04 18:00:00,Tomato,22.99,63.01,78.68,9.75,20.83,72.52
2024-10-05 00:00:00,Tomato,41.78,88.75,11.33,1.09,28.73,7.89
2024-10-05 06:00:00,Tomato,23.76,72.94,70.8,7.16,17.26,100.0
2024-10-05 12:00:00,Tomato,44.72,86.23,16.91,34.24,25.55,17.43
2024-10-05 18:00:00,Tomato,23.17,78.69,69.03,2.51,19.12,56.98
2024-10-06 00:00:00,Tomato,22.78,70.01,67.04,4.86,16.02,86.53
2024-10-06 06:00:00,Tomato,27.57,74.56,71.0,9.16,20.79,86.13
2024-10-06 12:00:00,Tomato,26.76,80.32,67.6,3.08,20.29,60.91
2024-10-06 18:00:00,Tomato,29.47,80.09,64.89,8.03,13.23,48.32
2024-10-07 00:00:00,Tomato,23.04,75.77,65.06,9.94,15.36,89.73
2024-10-07 06:00:00,Tomato,21.07,77.06,74.16,5.45,17.85,86.3
2024-10-07 12:00:00,Tomato,35.59,48.47,23.84,1.19,11.31,21.39
2024-10-07 18:00:00,Tomato,23.19,76.59,60.29,5.37,15.31,97.64
2024-10-08 00:00:00,Tomato,38.32,35.13,34.81,2.21,13.5,27.2
2024-10-08 06:00:00,Tomato,32.71,31.79,33.26,1.17,13.71,37.85
2024-10-08 12:00:00,Tomato,24.76,65.71,73.08,7.08,16.11,99.52
2024-10-08 18:00:00,Tomato,21.59,65.28,74.05,7.5,15.15,91.96
2024-10-09 00:00:00,Tomato,21.5,67.54,53.96,12.08,21.39,61.45
2024-10-09 06:00:00,Tomato,21.3,68.37,63.74,8.16,18.94,100.0
2024-10-09 12:00:00,Tomato,25.13,73.4,72.26,6.04,16.84,88.04
2024-10-09 18:00:00,Tomato,21.75,76.74,70.59,7.64,19.89,89.59
2024-10-10 00:00:00,Tomato,23.19,79.22,68.7,4.55,18.55,89.58
2024-10-10 06:00:00,Tomato,26.56,71.76,68.31,6.28,17.09,92.07
2024-10-10 12:00:00,Tomato,39.7,39.83,33.16,2.54,12.13,32.65
2024-10-10 18:00:00,Tomato,28.33,63.02,73.42,12.73,21.6,57.52
2024-10-11 00:00:00,Tomato,20.02,70.29,66.76,8.44,16.32,97.48
2024-10-11 06:00:00,Tomato,23.98,64.61,56.45,4.55,20.62,70.11
2024-10-11 12:00:00,Tomato,27.0,60.87,72.08,16.49,21.85,55.23
2024-10-11 18:00:00,Tomato,25.99,76.74,67.04,9.97,19.23,97.83
2024-10-12 00:00:00,Tomato,22.49,65.14,69.57,4.26,20.96,100.0
2024-10-12 06:00:00,Tomato,33.76,53.32,21.08,1.04,10.53,26.17
2024-10-12 12:00:00,Tomato,32.99,36.07,28.08,2.98,10.99,40.19
2024-10-12 18:00:00,Tomato,27.65,62.05,79.58,13.49,16.07,56.09
2024-10-13 00:00:00,Tomato,28.11,72.05,63.95,16.93,16.79,63.99
2024-10-13 06:00:00,Tomato,30.13,78.52,66.27,3.34,14.53,59.71
2024-10-13 12:00:00,Tomato,22.02,65.22,67.76,6.12,18.6,96.67
2024-10-13 18:00:00,Tomato,30.02,62.6,73.55,3.96,20.11,68.08
2024-10-14 00:00:00,Tomato,37.65,54.66,38.76,1.6,10.57,36.73
2024-10-14 06:00:00,Tomato,44.97,30.3,94.6,31.27,29.75,5.0
2024-10-14 12:00:00,Tomato,28.08,72.03,64.27,13.57,19.94,64.33
2024-10-14 18:00:00,Tomato,38.73,37.35,49.75,2.13,10.58,34.99
2024-10-15 00:00:00,Tomato,34.31,42.59,37.73,1.94,14.86,26.51
2024-10-15 06:00:00,Tomato,18.1,66.3,66.82,4.32,22.19,65.78
2024-10-15 12:00:00,Tomato,46.06,27.96,90.05,22.62,27.0,14.9
2024-10-15 18:00:00,Tomato,18.25,67.42,51.75,12.81,18.66,60.22
2024-10-16 00:00:00,Tomato,22.12,58.54,78.08,12.1,22.7,71.58
2024-10-16 06:00:00,Tomato,31.76,47.97,44.36,2.19,10.5,40.95
2024-10-16 12:00:00,Tomato,28.63,57.65,51.25,7.6,13.79,65.61
2024-10-16 18:00:00,Tomato,31.0,30.76,25.06,0.98,14.54,34.08
2024-10-17 00:00:00,Tomato,23.32,60.43,78.15,5.18,12.35,64.56
2024-10-17 06:00:00,Tomato,25.6,59.57,65.96,8.68,23.99,73.04
2024-10-17 12:00:00,Tomato,38.41,35.69,23.09,0.01,11.52,30.05
2024-10-17 18:00:00,Tomato,37.74,31.35,48.16,0.04,13.31,34.57
2024-10-18 00:00:00,Tomato,22.65,72.67,64.05,7.52,18.59,93.88
2024-10-18 06:00:00,Tomato,22.8,76.35,71.13,9.34,16.64,94.42
2024-10-18 12:00:00,Tomato,23.78,70.77,66.5,10.48,20.59,54.09
2024-10-18 18:00:00,Tomato,27.81,65.91,74.35,7.55,16.3,95.39
2024-10-19 00:00:00,Tomato,39.56,38.85,39.03,1.81,11.56,35.96
2024-10-19 06:00:00,Tomato,22.35,77.24,60.5,7.6,17.28,97.07
2024-10-19 12:00:00,Tomato,32.12,52.44,45.73,2.84,11.99,29.66
2024-10-19 18:00:00,Tomato,24.86,77.99,67.15,4.26,19.51,96.62
2024-10-20 00:00:00,Tomato,38.97,53.2,41.87,1.0,12.52,29.44
2024-10-20 06:00:00,Tomato,20.23,65.12,73.64,9.89,16.07,98.63
2024-10-20 12:00:00,Tomato,36.89,30.13,40.17,2.95,14.39,43.24
2024-10-20 18:00:00,Tomato,33.62,32.49,36.88,2.77,10.7,29.57
2024-10-21 00:00:00,Tomato,27.7,63.5,68.58,2.01,21.09,78.05
2024-10-21 06:00:00,Tomato,42.1,36.63,94.77,24.75,26.81,9.99
2024-10-21 12:00:00,Tomato,20.22,75.31,54.44,12.22,21.03,66.13
2024-10-21 18:00:00,Tomato,27.86,68.04,64.11,7.54,15.4,100.0
2024-10-22 00:00:00,Tomato,24.8,70.92,69.67,2.48,19.35,78.78
2024-10-22 06:00:00,Tomato,21.77,70.58,62.42,10.78,20.8,90.59
2024-10-22 12:00:00,Tomato,27.09,61.71,57.24,16.58,19.41,82.25
2024-10-22 18:00:00,Tomato,22.09,69.79,67.68,5.34,16.84,81.72
2024-10-23 00:00:00,Tomato,35.43,34.29,22.83,0.31,13.06,25.22
2024-10-23 06:00:00,Tomato,31.66,42.33,44.63,2.54,13.0,42.07
2024-10-23 12:00:00,Tomato,40.32,25.22,94.6,1.3,28.97,18.18
2024-10-23 18:00:00,Tomato,41.98,91.75,97.8,25.87,31.22,5.0
2024-10-24 00:00:00,Tomato,20.42,71.26,71.93,5.83,16.62,100.0
2024-10-24 06:00:00,Tomato,23.64,82.63,61.75,3.88,17.02,63.7
2024-10-24 12:00:00,Tomato,23.41,60.92,65.57,9.7,14.91,61.12
2024-10-24 18:00:00,Tomato,37.11,39.7,34.12,1.13,13.2,26.24
2024-10-25 00:00:00,Tomato,38.87,33.41,25.12,1.89,11.51,21.98
2024-10-25 06:00:00,Tomato,45.17,32.82,92.01,0.61,27.25,9.94
2024-10-25 12:00:00,Tomato,26.31,65.43,62.51,9.03,21.83,91.5
2024-10-25 18:00:00,Tomato,45.84,86.19,93.15,30.88,31.76,5.0
2024-10-26 00:00:00,Tomato,24.36,76.86,70.6,5.55,16.83,97.35
2024-10-26 06:00:00,Tomato,28.19,78.65,67.42,6.99,21.98,56.75
2024-10-26 12:00:00,Tomato,20.0,65.91,64.27,6.0,23.6,56.62
2024-10-26 18:00:00,Tomato,24.7,78.1,67.52,4.67,19.77,97.84
2024-10-27 00:00:00,Tomato,30.19,58.18,74.69,9.07,16.78,52.49
2024-10-27 06:00:00,Tomato,30.71,82.82,52.66,9.2,19.48,71.34
2024-10-27 12:00:00,Tomato,23.03,67.49,62.29,15.88,21.95,55.3
2024-10-27 18:00:00,Tomato,24.95,72.84,62.16,4.06,17.22,95.41
2024-10-28 00:00:00,Tomato,30.7,67.05,76.22,2.68,22.15,75.82
2024-10-28 06:00:00,Tomato,40.59,38.62,99.08,1.95,26.97,28.41
2024-10-28 12:00:00,Tomato,25.67,72.17,67.98,5.79,19.94,83.16
2024-10-28 18:00:00,Tomato,38.29,28.49,13.63,1.74,29.98,15.23
2024-10-29 00:00:00,Tomato,25.55,76.8,62.5,6.0,17.92,88.03
2024-10-29 06:00:00,Tomato,39.15,42.2,33.04,2.78,12.6,30.06
2024-10-29 12:00:00,Tomato,26.65,79.99,53.21,8.53,12.87,70.37
2024-10-29 18:00:00,Tomato,29.32,83.81,76.63,15.02,12.03,60.28
2024-10-30 00:00:00,Tomato,34.3,45.16,38.05,1.1,14.52,29.97
2024-10-30 06:00:00,Tomato,19.5,79.79,65.39,13.65,21.46,70.51
2024-10-30 12:00:00,Tomato,26.9,67.91,73.4,5.04,21.83,100.0
2024-10-30 18:00:00,Tomato,17.72,71.15,72.37,11.72,18.03,66.05
2024-10-31 00:00:00,Tomato,22.23,67.93,62.38,11.78,16.07,94.85
2024-10-31 06:00:00,Tomato,26.35,68.56,71.78,6.31,21.57,100.0
2024-10-31 12:00:00,Tomato,18.15,72.66,62.55,4.81,17.38,70.73
2024-10-31 18:00:00,Tomato,33.91,32.59,45.16,2.51,10.76,29.55
2024-11-01 00:00:00,Tomato,23.61,67.17,77.24,6.31,18.01,67.13
2024-11-01 06:00:00,Tomato,38.68,36.67,49.19,2.15,11.97,39.72
2024-11-01 12:00:00,Tomato,30.91,83.67,71.87,14.52,22.83,68.71
2024-11-01 18:00:00,Tomato,17.28,71.14,65.72,9.88,23.69,75.62
2024-11-02 00:00:00,Tomato,22.95,70.41,66.36,10.39,18.67,97.04
2024-11-02 06:00:00,Tomato,25.71,69.42,66.53,4.4,18.41,92.65
2024-11-02 12:00:00,Tomato,25.56,68.67,71.54,4.4,20.94,84.72
2024-11-02 18:00:00,Tomato,21.97,68.53,60.14,5.1,19.29,89.26
2024-11-03 00:00:00,Tomato,25.26,57.98,58.94,2.56,12.32,74.52
2024-11-03 06:00:00,Tomato,23.34,76.96,65.39,6.1,13.46,67.54
2024-11-03 12:00:00,Tomato,23.54,72.41,69.7,8.96,18.81,100.0
2024-11-03 18:00:00,Tomato,29.23,68.56,62.97,13.46,18.99,57.59
2024-11-04 00:00:00,Tomato,31.28,48.97,42.45,2.86,10.27,35.82
2024-11-04 06:00:00,Tomato,24.5,66.57,67.19,8.9,20.17,97.65
2024-11-04 12:00:00,Tomato,42.09,27.39,98.65,0.8,29.03,19.2
2024-11-04 18:00:00,Tomato,26.87,79.57,64.65,4.94,21.71,90.9
2024-11-05 00:00:00,Tomato,20.37,77.75,70.58,7.47,21.5,99.49
2024-11-05 06:00:00,Tomato,22.83,78.51,73.59,11.81,21.31,87.84
2024-11-05 12:00:00,Tomato,34.69,41.81,49.72,1.66,12.65,34.98
2024-11-05 18:00:00,Tomato,36.63,36.35,32.27,2.58,13.5,31.25
2024-11-06 00:00:00,Tomato,18.27,62.42,64.22,5.13,19.94,72.46
2024-11-06 06:00:00,Tomato,29.2,81.33,72.45,10.05,21.02,52.75
2024-11-06 12:00:00,Tomato,23.12,78.94,67.67,10.99,15.94,83.54
2024-11-06 18:00:00,Tomato,29.64,75.3,78.87,14.57,18.3,53.26
2024-11-07 00:00:00,Tomato,24.77,63.16,72.27,7.52,16.37,82.55
2024-11-07 06:00:00,Tomato,33.39,52.36,37.16,1.43,14.73,24.52
2024-11-07 12:00:00,Tomato,27.13,79.89,72.72,9.44,21.56,100.0
2024-11-07 18:00:00,Tomato,30.08,72.09,62.96,8.69,18.78,67.14
2024-11-08 00:00:00,Tomato,27.06,73.83,66.67,5.11,15.02,87.42
2024-11-08 06:00:00,Tomato,40.15,36.58,12.72,29.21,26.32,7.1
